"X","taxon_name","genus","family","leaf_mass_per_area","seed_dry_mass","leaf_length","leaf_width","plant_height","original_leaf_mass_per_area"
16664,"Caladenia thinicola","Caladenia","Orchidaceae",NA,NA,195,6.5,0.5,NA
16665,"Caladenia uliginosa","Caladenia","Orchidaceae",NA,NA,140,7.5,0.5,NA
16668,"Caladenia viridescens","Caladenia","Orchidaceae",NA,NA,165,11,0.45,NA
16675,"Calandrinia crispisepala","Calandrinia","Portulacaceae",NA,0.319,NA,NA,0.04,NA
16677,"Calandrinia liniflora","Calandrinia","Portulacaceae",NA,0.114,42.5,2,0.25,NA
16679,"Calandrinia primuliflora","Calandrinia","Portulacaceae",NA,0.345,NA,NA,0.1,NA
16680,"Calandrinia quadrivalvis","Calandrinia","Portulacaceae",NA,0.054,NA,NA,0.3,NA
16681,"Calandrinia strophiolata","Calandrinia","Portulacaceae",NA,0.701,NA,NA,0.4,NA
16682,"Calandrinia translucens","Calandrinia","Portulacaceae",NA,0.11,NA,NA,0.2,NA
16683,"Caldesia oligococca","Caldesia","Alismataceae",NA,5.54,NA,NA,1,NA
16684,"Caleana nigrita","Caleana","Orchidaceae",NA,NA,17.5,6.5,0.19,NA
16691,"Calectasia palustris","Calectasia","Dasypogonaceae",NA,7.53,NA,NA,0.7,NA
16693,"Callistemon glaucus","Callistemon","Myrtaceae",NA,NA,92.5,11.8,3,NA
16699,"Calothamnus affinis","Calothamnus","Myrtaceae",NA,0.131,NA,NA,1.5,NA
16700,"Calothamnus aridus","Calothamnus","Myrtaceae",NA,2.12,NA,NA,2.5,NA
16701,"Calothamnus blepharospermus","Calothamnus","Myrtaceae",NA,1.02,NA,NA,3,NA
16703,"Calothamnus brevifolius","Calothamnus","Myrtaceae",NA,0.0656,NA,NA,0.6,NA
16704,"Calothamnus formosus","Calothamnus","Myrtaceae",NA,0.442,NA,NA,4,NA
16705,"Calothamnus gibbosus","Calothamnus","Myrtaceae",NA,0.561,NA,NA,1.5,NA
16706,"Calothamnus gracilis","Calothamnus","Myrtaceae",NA,0.36,NA,NA,1.5,NA
16707,"Calothamnus graniticus","Calothamnus","Myrtaceae",NA,1.61,55,1.5,2.5,NA
16708,"Calothamnus hirsutus","Calothamnus","Myrtaceae",NA,1.37,NA,NA,1.5,NA
16710,"Calothamnus lateralis","Calothamnus","Myrtaceae",NA,0.116,225,1.5,2.5,NA
16712,"Calothamnus longissimus","Calothamnus","Myrtaceae",NA,0.34,NA,NA,1.2,NA
16713,"Calothamnus macrocarpus","Calothamnus","Myrtaceae",NA,0.814,NA,NA,2,NA
16714,"Calothamnus microcarpus","Calothamnus","Myrtaceae",NA,0.106,NA,NA,1,NA
16716,"Calothamnus pachystachyus","Calothamnus","Myrtaceae",NA,0.357,NA,NA,1.7,NA
16717,"Calothamnus pinifolius","Calothamnus","Myrtaceae",NA,0.177,NA,NA,2,NA
16719,"Calothamnus preissii","Calothamnus","Myrtaceae",NA,0.137,NA,NA,0.4,NA
16720,"Calothamnus quadrifidus","Calothamnus","Myrtaceae",NA,0.436,19.5,0.65,3,NA
16721,"Calothamnus robustus","Calothamnus","Myrtaceae",NA,0.57,NA,NA,1.5,NA
16722,"Calothamnus sanguineus","Calothamnus","Myrtaceae",NA,0.481,20.5,0.65,2,NA
16723,"Calothamnus schaueri","Calothamnus","Myrtaceae",NA,NA,200,0.75,0.6,NA
16724,"Calothamnus superbus","Calothamnus","Myrtaceae",NA,0.168,NA,NA,2.5,NA
16725,"Calothamnus torulosus","Calothamnus","Myrtaceae",NA,0.892,NA,NA,0.4,NA
16726,"Calothamnus tuberosus","Calothamnus","Myrtaceae",NA,0.0565,NA,NA,3,NA
16727,"Calothamnus validus","Calothamnus","Myrtaceae",NA,0.497,NA,NA,2,NA
16728,"Calothamnus villosus","Calothamnus","Myrtaceae",NA,0.9,NA,NA,1.5,NA
16729,"Calotis breviseta","Calotis","Asteraceae",NA,0.334,NA,NA,0.3,NA
16731,"Calycopeplus marginatus","Calycopeplus","Euphorbiaceae",NA,6.78,NA,NA,2,NA
16732,"Calycopeplus oligandrus","Calycopeplus","Euphorbiaceae",NA,4.34,16,1.5,5,NA
16737,"Canscora diffusa","Canscora","Gentianaceae",NA,0.0576,NA,NA,0.3,NA
16738,"Capparis spinosa","Capparis","Capparaceae",NA,8.81,NA,NA,3,NA
16740,"Cartonema parviflorum","Cartonema","Commelinaceae",NA,0.495,NA,NA,0.6,NA
16741,"Cartonema philydroides","Cartonema","Commelinaceae",NA,NA,NA,0.5,0.5,NA
16743,"Caustis dioica","Caustis","Cyperaceae",NA,NA,25,NA,0.7,NA
16745,"Centipeda crateriformis","Centipeda","Asteraceae",NA,0.091,NA,NA,0.18,NA
16746,"Centipeda nidiformis","Centipeda","Asteraceae",NA,0.0276,NA,NA,0.06,NA
16747,"Centipeda pleiocephala","Centipeda","Asteraceae",NA,0.0256,NA,NA,0.07,NA
16748,"Centrolepis alepyroides","Centrolepis","Centrolepidaceae",NA,0.06,10,0.4,0.06,NA
16749,"Centrolepis banksii","Centrolepis","Centrolepidaceae",NA,0.0125,NA,NA,0.12,NA
16750,"Centrolepis exserta","Centrolepis","Centrolepidaceae",NA,0.0142,NA,NA,0.15,NA
16751,"Centrolepis humillima","Centrolepis","Centrolepidaceae",NA,NA,5,0.75,0.1,NA
16753,"Centrolepis mutica","Centrolepis","Centrolepidaceae",NA,NA,7.5,0.3,0.07,NA
16754,"Centrolepis pilosa","Centrolepis","Centrolepidaceae",NA,0.06,13,0.3,0.9,NA
16756,"Cephalotus follicularis","Cephalotus","Cephalotaceae",NA,0.136,30,13,0.6,NA
16757,"Chaetanthus aristatus","Chaetanthus","Restionaceae",NA,0.562,NA,NA,1,NA
16760,"Chamaexeros longicaulis","Chamaexeros","Asparagaceae",NA,NA,160,3.5,0.5,NA
16762,"Chamelaucium axillare","Chamelaucium","Myrtaceae",NA,24,NA,NA,2.2,NA
16767,"Chamelaucium marchantii","Chamelaucium","Myrtaceae",NA,28.6,NA,NA,1.8,NA
16771,"Chamelaucium uncinatum","Chamelaucium","Myrtaceae",NA,24.4,NA,NA,4,NA
16773,"Cheiranthera brevifolia","Cheiranthera","Pittosporaceae",NA,4.8,NA,NA,0.2,NA
16784,"Chordifex isomorphus","Chordifex","Restionaceae",NA,0.95,NA,NA,0.8,NA
16787,"Chordifex leucoblepharus","Chordifex","Restionaceae",NA,0.702,NA,NA,0.4,NA
16789,"Chordifex reseminans","Chordifex","Restionaceae",NA,1.18,NA,NA,0.9,NA
16793,"Chorilaena quercifolia","Chorilaena","Rutaceae",NA,2.19,42.5,27.5,5,NA
16802,"Clerodendrum heterophyllum","Clerodendrum","Lamiaceae",NA,38.9,NA,NA,3,NA
16803,"Coldenia procumbens","Coldenia","Boraginaceae",NA,4.34,NA,NA,0.6,NA
16806,"Coleocoma centaurea","Coleocoma","Asteraceae",NA,0.632,NA,NA,0.3,NA
16807,"Comesperma acerosum","Comesperma","Polygalaceae",NA,1.75,NA,NA,0.5,NA
16809,"Comesperma confertum","Comesperma","Polygalaceae",NA,NA,17.5,1.75,1.2,NA
16811,"Comesperma flavum","Comesperma","Polygalaceae",NA,NA,19,0.5,1,NA
16815,"Comesperma nudiusculum","Comesperma","Polygalaceae",NA,NA,7,0.5,1,NA
16819,"Comesperma virgatum","Comesperma","Polygalaceae",NA,1.49,10.5,1.5,1.6,NA
16825,"Conostephium marchantiorum","Conostephium","Ericaceae",NA,46.5,NA,NA,1.8,NA
16832,"Conostylis candicans","Conostylis","Haemodoraceae",NA,0.281,100,1.4,0.4,NA
16833,"Conostylis laxiflora","Conostylis","Haemodoraceae",NA,NA,250,4.25,0.4,NA
16836,"Conothamnus neglectus","Conothamnus","Myrtaceae",NA,NA,8,2.25,1,NA
16851,"Corchorus sidoides","Corchorus","Malvaceae",NA,0.537,NA,NA,1,NA
16853,"Corchorus tridens","Corchorus","Malvaceae",NA,0.478,NA,NA,0.6,NA
16854,"Corchorus walcottii","Corchorus","Malvaceae",122,NA,NA,NA,1.2,122
16856,"Corybas abditus","Corybas","Orchidaceae",NA,NA,14.8,14.2,0.02,NA
16857,"Corybas limpidus","Corybas","Orchidaceae",NA,NA,26.5,26.5,0.01,NA
16858,"Corybas recurvus","Corybas","Orchidaceae",NA,NA,27.5,29.5,0.03,NA
16859,"Corynanthera flava","Corynanthera","Myrtaceae",NA,0.813,NA,NA,1.75,NA
16860,"Corynotheca micrantha","Corynotheca","Hemerocallidaceae",NA,NA,NA,2,1.3,NA
16861,"Cosmelia rubra","Cosmelia","Ericaceae",NA,NA,32.5,7.5,2.5,NA
16862,"Cotula cotuloides","Cotula","Asteraceae",NA,0.155,35,0.7,0.2,NA
16870,"Croninia kingiana","Croninia","Ericaceae",NA,NA,7.5,3.5,1.5,NA
16873,"Crowea angustifolia","Crowea","Rutaceae",NA,NA,37.5,10.5,3.5,NA
16875,"Cryptandra arbutiflora","Cryptandra","Rhamnaceae",NA,0.46,6,1.4,1,NA
16878,"Cryptandra congesta","Cryptandra","Rhamnaceae",NA,0.254,2.75,0.8,0.3,NA
16880,"Cryptandra craigiae","Cryptandra","Rhamnaceae",NA,0.289,NA,NA,0.25,NA
16885,"Cryptandra glabriflora","Cryptandra","Rhamnaceae",NA,0.416,NA,NA,0.5,NA
16888,"Cryptandra intermedia","Cryptandra","Rhamnaceae",NA,0.718,NA,NA,0.7,NA
16898,"Cryptandra nola","Cryptandra","Rhamnaceae",NA,0.524,NA,NA,1,NA
16908,"Cryptostylis ovata","Cryptostylis","Orchidaceae",NA,NA,152,60,0.75,NA
16911,"Cyanicula gertrudae","Cyanicula","Orchidaceae",NA,NA,37.5,14,0.18,NA
16912,"Cyanostegia angustifolia","Cyanostegia","Lamiaceae",NA,5.5,NA,NA,2,NA
16916,"Cyanostegia microphylla","Cyanostegia","Lamiaceae",NA,5.76,NA,NA,0.7,NA
16918,"Cyathochaeta avenacea","Cyathochaeta","Cyperaceae",329,7.94,550,1.5,1.6,329
16919,"Cyathochaeta clandestina","Cyathochaeta","Cyperaceae",NA,NA,450,1.5,2,NA
16921,"Cyathochaeta stipoides","Cyathochaeta","Cyperaceae",NA,18.8,NA,NA,1,NA
16922,"Cyathochaeta teretifolia","Cyathochaeta","Cyperaceae",NA,NA,675,2.25,2,NA
16925,"Cyperus alopecuroides","Cyperus","Cyperaceae",NA,0.0861,NA,NA,1.5,NA
16926,"Cyperus astartodes","Cyperus","Cyperaceae",NA,0.32,NA,NA,1,NA
16930,"Cyperus centralis","Cyperus","Cyperaceae",NA,0.182,NA,NA,1.1,NA
16931,"Cyperus cracens","Cyperus","Cyperaceae",NA,0.463,NA,NA,0.8,NA
16935,"Cyperus digitatus","Cyperus","Cyperaceae",NA,0.0545,NA,NA,1,NA
16936,"Cyperus gymnocaulos","Cyperus","Cyperaceae",NA,0.115,NA,NA,1,NA
16938,"Cyperus holoschoenus","Cyperus","Cyperaceae",NA,0.471,NA,NA,1.5,NA
16939,"Cyperus ixiocarpus","Cyperus","Cyperaceae",NA,1.1,NA,NA,1,NA
16940,"Cyperus javanicus","Cyperus","Cyperaceae",NA,0.297,NA,NA,1.2,NA
16941,"Cyperus macrostachyos","Cyperus","Cyperaceae",NA,0.577,NA,NA,0.15,NA
16942,"Cyperus microcephalus","Cyperus","Cyperaceae",NA,0.135,NA,NA,1.2,NA
16946,"Cyperus portae-tartari","Cyperus","Cyperaceae",NA,0.212,NA,NA,0.6,NA
16947,"Cyperus pulchellus","Cyperus","Cyperaceae",NA,0.0152,NA,NA,0.3,NA
16949,"Cyperus sexflorus","Cyperus","Cyperaceae",NA,0.281,NA,NA,0.75,NA
16951,"Cyperus tenuispica","Cyperus","Cyperaceae",NA,0.0316,NA,NA,0.4,NA
16953,"Cyperus zollingeri","Cyperus","Cyperaceae",NA,0.32,NA,NA,0.4,NA
16958,"Cyrtostylis robusta","Cyrtostylis","Orchidaceae",NA,0.005,36,32.5,0.3,NA
16959,"Cytogonidium leptocarpoides","Cytogonidium","Restionaceae",NA,5.97,NA,NA,0.5,NA
16964,"Darwinia capitellata","Darwinia","Myrtaceae",NA,1.72,NA,NA,1.3,NA
16966,"Darwinia citriodora","Darwinia","Myrtaceae",NA,10.3,12.5,4.5,3,NA
16969,"Darwinia hypericifolia","Darwinia","Myrtaceae",NA,12.5,NA,NA,1,NA
16970,"Darwinia leiostyla","Darwinia","Myrtaceae",NA,13.1,NA,NA,1.5,NA
16973,"Darwinia masonii","Darwinia","Myrtaceae",NA,5.21,NA,NA,2,NA
16976,"Darwinia oederoides","Darwinia","Myrtaceae",NA,NA,2.25,0.6,0.3,NA
16978,"Darwinia oxylepis","Darwinia","Myrtaceae",NA,13.5,NA,NA,1.5,NA
16983,"Darwinia purpurea","Darwinia","Myrtaceae",NA,1.86,NA,NA,0.5,NA
16984,"Darwinia sanguinea","Darwinia","Myrtaceae",NA,5.6,NA,NA,0.2,NA
16986,"Darwinia squarrosa","Darwinia","Myrtaceae",NA,9.45,NA,NA,1,NA
16987,"Darwinia thymoides","Darwinia","Myrtaceae",NA,NA,9,2.25,0.3,NA
16988,"Darwinia vestita","Darwinia","Myrtaceae",NA,NA,2.65,1.25,1,NA
16992,"Decaschistia occidentalis","Decaschistia","Malvaceae",NA,17.9,NA,NA,1,NA
16993,"Decazesia hecatocephala","Decazesia","Asteraceae",NA,0.213,NA,NA,0.2,NA
17000,"Desmocladus fasciculatus","Desmocladus","Restionaceae",NA,7.11,10,NA,0.3,NA
17001,"Desmocladus flexuosus","Desmocladus","Restionaceae",NA,7.11,4.5,NA,1.5,NA
17010,"Dicliptera armata","Dicliptera","Acanthaceae",NA,1.7,NA,NA,0.7,NA
17016,"Dicrastylis cordifolia","Dicrastylis","Lamiaceae",NA,4.6,NA,NA,1,NA
17017,"Dicrastylis corymbosa","Dicrastylis","Lamiaceae",NA,0.356,NA,NA,0.3,NA
17020,"Dicrastylis fulva","Dicrastylis","Lamiaceae",NA,0.672,NA,NA,1,NA
17030,"Dicrastylis parvifolia","Dicrastylis","Lamiaceae",NA,0.342,NA,NA,0.6,NA
17031,"Dicrastylis reticulata","Dicrastylis","Lamiaceae",NA,0.638,NA,NA,1.2,NA
17036,"Didymoplexis pallens","Didymoplexis","Orchidaceae",NA,4,NA,NA,0.12,NA
17039,"Diplolaena andrewsii","Diplolaena","Rutaceae",NA,13.5,NA,NA,1,NA
17040,"Diplolaena angustifolia","Diplolaena","Rutaceae",NA,12.8,NA,NA,1.5,NA
17042,"Diplolaena dampieri","Diplolaena","Rutaceae",NA,9.12,30,10,2,NA
17043,"Diplolaena drummondii","Diplolaena","Rutaceae",NA,NA,32.5,10,1.5,NA
17047,"Diplolaena grandiflora","Diplolaena","Rutaceae",NA,9.64,NA,NA,3,NA
17048,"Diplolaena graniticola","Diplolaena","Rutaceae",NA,7.45,NA,NA,1.5,NA
17049,"Diplolaena leemaniana","Diplolaena","Rutaceae",NA,10.9,NA,NA,0.7,NA
17050,"Diplolaena microcephala","Diplolaena","Rutaceae",NA,6.58,20,7,2,NA
17053,"Diplolaena velutina","Diplolaena","Rutaceae",NA,6.11,NA,NA,0.8,NA
17056,"Diuris amplissima","Diuris","Orchidaceae",NA,NA,210,12.5,0.9,NA
17058,"Diuris carinata","Diuris","Orchidaceae",NA,0.005,NA,NA,0.8,NA
17061,"Diuris drummondii","Diuris","Orchidaceae",NA,NA,225,8,1.05,NA
17062,"Diuris emarginata","Diuris","Orchidaceae",NA,NA,125,4,0.5,NA
17064,"Diuris heberlei","Diuris","Orchidaceae",NA,NA,125,3,0.5,NA
17065,"Diuris laevis","Diuris","Orchidaceae",NA,NA,90,3,0.35,NA
17066,"Diuris laxiflora","Diuris","Orchidaceae",NA,NA,100,3,0.3,NA
17069,"Diuris pauciflora","Diuris","Orchidaceae",NA,NA,120,2,0.35,NA
17075,"Diuris setacea","Diuris","Orchidaceae",NA,NA,80,2.5,0.3,NA
17078,"Dolichandrone heterophylla","Dolichandrone","Bignoniaceae",NA,31.8,NA,NA,9,NA
17081,"Drakaea elastica","Drakaea","Orchidaceae",NA,NA,16.5,17,0.3,NA
17082,"Drakaea livida","Drakaea","Orchidaceae",NA,NA,12,11.5,0.4,NA
17083,"Drakaea glyptodon","Drakaea","Orchidaceae",NA,NA,11.5,10.5,0.35,NA
17084,"Drakaea gracilis","Drakaea","Orchidaceae",NA,NA,15,15,0.25,NA
17086,"Drakaea micrantha","Drakaea","Orchidaceae",NA,NA,8,7.5,0.3,NA
17087,"Drakaea thynniphila","Drakaea","Orchidaceae",NA,NA,15,15,0.4,NA
17094,"Drosera bulbigena","Drosera","Droseraceae",NA,NA,2,2.75,0.06,NA
17095,"Drosera bulbosa","Drosera","Droseraceae",NA,0.154,17.5,7.5,0.04,NA
17103,"Drosera enodes","Drosera","Droseraceae",NA,NA,2.5,1.25,0.08,NA
17104,"Drosera fimbriata","Drosera","Droseraceae",NA,NA,5,3.5,0.15,NA
17105,"Drosera gigantea","Drosera","Droseraceae",NA,0.0332,3,5,1,NA
17108,"Drosera hamiltonii","Drosera","Droseraceae",NA,NA,18.5,5.5,0.4,NA
17109,"Drosera hartmeyerorum","Drosera","Droseraceae",NA,0.0172,NA,NA,0.3,NA
17112,"Drosera huegelii","Drosera","Droseraceae",NA,NA,6.5,6.5,0.5,NA
17124,"Drosera marchantii","Drosera","Droseraceae",NA,NA,2.5,3.5,0.4,NA
17125,"Drosera menziesii","Drosera","Droseraceae",NA,NA,4,4,1.2,NA
17126,"Drosera microphylla","Drosera","Droseraceae",NA,NA,2.5,3.5,0.4,NA
17128,"Drosera modesta","Drosera","Droseraceae",NA,NA,2.5,2.5,0.8,NA
17130,"Drosera myriantha","Drosera","Droseraceae",NA,NA,4,4,0.35,NA
17131,"Drosera neesii","Drosera","Droseraceae",NA,NA,2.5,2.5,0.6,NA
17132,"Drosera nitidula","Drosera","Droseraceae",NA,NA,1.5,1.5,0.05,NA
17140,"Drosera pallida","Drosera","Droseraceae",NA,0.08,3.5,3.5,1.8,NA
17144,"Drosera platypoda","Drosera","Droseraceae",NA,NA,4.5,6,0.2,NA
17145,"Drosera platystigma","Drosera","Droseraceae",NA,0.08,2.5,2.5,0.06,NA
17146,"Drosera pulchella","Drosera","Droseraceae",NA,0.129,3.5,3.5,0.05,NA
17152,"Drosera salina","Drosera","Droseraceae",NA,0.01,NA,NA,0.07,NA
17158,"Drosera stelliflora","Drosera","Droseraceae",NA,NA,3.25,1.25,0.04,NA
17159,"Drosera stricticaulis","Drosera","Droseraceae",NA,0.0508,NA,NA,0.25,NA
17162,"Drosera tubaestylis","Drosera","Droseraceae",NA,NA,12,7,0.025,NA
17166,"Drummondita ericoides","Drummondita","Rutaceae",NA,4.23,NA,NA,1,NA
17168,"Drummondita hassellii","Drummondita","Rutaceae",NA,5.62,NA,NA,1,NA
17174,"Ecdeiocolea monostachya","Ecdeiocolea","Ecdeiocoleaceae",NA,12.4,NA,NA,1,NA
17175,"Eleocharis atropurpurea","Eleocharis","Cyperaceae",NA,0.0271,NA,NA,0.12,NA
17182,"Elythranthera brunonis","Elythranthera","Orchidaceae",NA,0.005,75,7,0.35,NA
17183,"Elythranthera emarginata","Elythranthera","Orchidaceae",NA,NA,95,6.5,0.35,NA
17195,"Epiblema grandiflorum","Epiblema","Orchidaceae",NA,NA,200,3.25,0.8,NA
17196,"Epitriche demissus","Epitriche","Asteraceae",NA,0.189,NA,NA,0.05,NA
17197,"Eremaea acutifolia","Eremaea","Myrtaceae",NA,1.15,NA,NA,0.7,NA
17200,"Eremaea beaufortioides","Eremaea","Myrtaceae",NA,6.32,NA,NA,2.5,NA
17201,"Eremaea blackwelliana","Eremaea","Myrtaceae",NA,0.76,NA,NA,3,NA
17203,"Eremaea dendroidea","Eremaea","Myrtaceae",NA,0.925,NA,NA,5,NA
17204,"Eremaea ebracteata","Eremaea","Myrtaceae",NA,2.11,NA,NA,1.5,NA
17205,"Eremaea ectadioclada","Eremaea","Myrtaceae",NA,2.75,NA,NA,0.8,NA
17208,"Eremaea purpurea","Eremaea","Myrtaceae",NA,2.06,NA,NA,2,NA
17209,"Eremaea violacea","Eremaea","Myrtaceae",NA,1.32,NA,NA,0.2,NA
17214,"Eremosyne pectinata","Eremosyne","Escalloniaceae",NA,NA,11.5,6.25,0.2,NA
17216,"Eriocaulon cinereum","Eriocaulon","Eriocaulaceae",NA,0.0139,NA,NA,0.16,NA
17217,"Eriocaulon concretum","Eriocaulon","Eriocaulaceae",NA,0.0184,NA,NA,0.6,NA
17221,"Eriocaulon odontospermum","Eriocaulon","Eriocaulaceae",NA,0.0342,NA,NA,0.26,NA
17223,"Eriocaulon pusillum","Eriocaulon","Eriocaulaceae",NA,0.00944,NA,NA,0.06,NA
17224,"Eriocaulon scullionii","Eriocaulon","Eriocaulaceae",NA,0.0162,NA,NA,0.05,NA
17225,"Eriocaulon spectabile","Eriocaulon","Eriocaulaceae",NA,0.0443,NA,NA,0.19,NA
17226,"Eriocaulon tortuosum","Eriocaulon","Eriocaulaceae",NA,0.0166,NA,NA,0.16,NA
17227,"Eriochilus dilatatus","Eriochilus","Orchidaceae",NA,0.005,37.5,11,0.4,NA
17228,"Eriochilus helonomos","Eriochilus","Orchidaceae",NA,NA,14,6,0.15,NA
17230,"Eriochilus pulchellus","Eriochilus","Orchidaceae",NA,NA,19.5,5.25,0.27,NA
17231,"Eriochilus scaber","Eriochilus","Orchidaceae",NA,NA,19,10,0.15,NA
17232,"Eriochilus tenuis","Eriochilus","Orchidaceae",NA,NA,21,8.5,0.25,NA
17233,"Eriochilus valens","Eriochilus","Orchidaceae",NA,NA,15,8,0.3,NA
17234,"Eriochlamys eremaea","Eriochlamys","Asteraceae",NA,0.0252,NA,NA,0.12,NA
17238,"Erymophyllum glossanthus","Erymophyllum","Asteraceae",NA,0.692,NA,NA,0.2,NA
17240,"Erymophyllum tenellum","Erymophyllum","Asteraceae",239,0.614,NA,NA,0.2,239
17241,"Eryngium pinnatifidum","Eryngium","Apiaceae",NA,NA,195,50,0.5,NA
17246,"Euphorbia inappendiculata","Euphorbia","Euphorbiaceae",NA,11,NA,NA,0.4,NA
17255,"Evandra aristata","Evandra","Cyperaceae",NA,9.95,500,3,2.2,NA
17256,"Evandra pauciflora","Evandra","Cyperaceae",NA,NA,600,1.75,1.5,NA
17257,"Ficus aculeata","Ficus","Moraceae",NA,0.457,NA,NA,15,NA
17258,"Fimbristylis acicularis","Fimbristylis","Cyperaceae",NA,0.234,NA,NA,0.25,NA
17264,"Fimbristylis cardiocarpa","Fimbristylis","Cyperaceae",NA,1.89,NA,NA,0.5,NA
17265,"Fimbristylis cephalophora","Fimbristylis","Cyperaceae",NA,0.0656,NA,NA,0.75,NA
17267,"Fimbristylis cymosa","Fimbristylis","Cyperaceae",NA,0.086,NA,NA,0.8,NA
17272,"Fimbristylis eremophila","Fimbristylis","Cyperaceae",NA,0.0972,NA,NA,0.3,NA
17273,"Fimbristylis lanceolata","Fimbristylis","Cyperaceae",NA,0.262,NA,NA,0.8,NA
17274,"Fimbristylis laxiglumis","Fimbristylis","Cyperaceae",NA,0.0833,NA,NA,0.6,NA
17276,"Fimbristylis littoralis","Fimbristylis","Cyperaceae",NA,0.0411,NA,NA,0.7,NA
17277,"Fimbristylis macassarensis","Fimbristylis","Cyperaceae",NA,0.0509,NA,NA,0.4,NA
17278,"Fimbristylis macrantha","Fimbristylis","Cyperaceae",NA,3.3,NA,NA,0.7,NA
17279,"Fimbristylis microcarya","Fimbristylis","Cyperaceae",NA,0.0724,NA,NA,0.4,NA
17280,"Fimbristylis nuda","Fimbristylis","Cyperaceae",NA,0.151,NA,NA,0.17,NA
17281,"Fimbristylis oxystachya","Fimbristylis","Cyperaceae",NA,1.76,NA,NA,0.4,NA
17282,"Fimbristylis pachyptera","Fimbristylis","Cyperaceae",NA,1.78,NA,NA,0.3,NA
17283,"Fimbristylis pauciflora","Fimbristylis","Cyperaceae",NA,0.134,NA,NA,0.25,NA
17284,"Fimbristylis phaeoleuca","Fimbristylis","Cyperaceae",NA,0.155,NA,NA,0.9,NA
17286,"Fimbristylis punctata","Fimbristylis","Cyperaceae",NA,0.926,NA,NA,0.5,NA
17287,"Fimbristylis quinquangularis","Fimbristylis","Cyperaceae",NA,0.0342,NA,NA,0.6,NA
17288,"Fimbristylis rara","Fimbristylis","Cyperaceae",NA,0.22,NA,NA,0.5,NA
17290,"Fimbristylis schultzii","Fimbristylis","Cyperaceae",NA,0.157,NA,NA,0.4,NA
17291,"Fimbristylis sericea","Fimbristylis","Cyperaceae",NA,0.317,NA,NA,0.4,NA
17294,"Fimbristylis simplex","Fimbristylis","Cyperaceae",NA,0.174,NA,NA,0.35,NA
17295,"Fimbristylis simulans","Fimbristylis","Cyperaceae",NA,0.453,NA,NA,0.3,NA
17300,"Fimbristylis tetragona","Fimbristylis","Cyperaceae",NA,0.289,NA,NA,0.9,NA
17301,"Fimbristylis trachycarya","Fimbristylis","Cyperaceae",NA,0.0544,NA,NA,0.75,NA
17302,"Fimbristylis trigastrocarya","Fimbristylis","Cyperaceae",NA,0.0714,NA,NA,0.3,NA
17303,"Fimbristylis xyridis","Fimbristylis","Cyperaceae",NA,1,NA,NA,0.6,NA
17309,"Frankenia fecunda","Frankenia","Frankeniaceae",NA,0.427,NA,NA,0.4,NA
17317,"Fuirena nudiflora","Fuirena","Cyperaceae",NA,0.0201,NA,NA,0.2,NA
17318,"Fuirena umbellata","Fuirena","Cyperaceae",NA,0.101,NA,NA,1.5,NA
17319,"Gahnia aristata","Gahnia","Cyperaceae",NA,NA,500,1,1,NA
17321,"Gahnia decomposita","Gahnia","Cyperaceae",NA,0.4,1550,10.5,3,NA
17323,"Gahnia sclerioides","Gahnia","Cyperaceae",NA,NA,275,2.75,0.9,NA
17328,"Gardenia resinosa","Gardenia","Rubiaceae",NA,17.4,NA,NA,5,NA
17331,"Geleznowia verrucosa","Geleznowia","Rutaceae",NA,10.4,NA,NA,1,NA
17334,"Gnephosis angianthoides","Gnephosis","Asteraceae",NA,0.0192,NA,NA,0.15,NA
17336,"Gnephosis cassiniana","Gnephosis","Asteraceae",NA,0.0192,NA,NA,0.06,NA
17344,"Gomphrena breviflora","Gomphrena","Amaranthaceae",NA,0.622,NA,NA,0.5,NA
17350,"Gomphrena leptophylla","Gomphrena","Amaranthaceae",NA,0.316,NA,NA,0.15,NA
17355,"Goodenia coerulea","Goodenia","Goodeniaceae",NA,0.566,NA,NA,0.4,NA
17358,"Goodenia granitica","Goodenia","Goodeniaceae",NA,0.627,NA,NA,0.35,NA
17359,"Goodenia gypsicola","Goodenia","Goodeniaceae",NA,0.026,NA,NA,0.6,NA
17367,"Goodenia salina","Goodenia","Goodeniaceae",NA,1.14,NA,NA,0.2,NA
17374,"Grammatotheca bergiana","Grammatotheca","Campanulaceae",NA,NA,37.5,1.5,0.5,NA
17376,"Grevillea christineae","Grevillea","Proteaceae",NA,8.74,NA,NA,0.6,NA
17378,"Grevillea maccutcheonii","Grevillea","Proteaceae",NA,NA,22.5,14.5,2,NA
17379,"Grevillea squiresiae","Grevillea","Proteaceae",NA,21.4,NA,NA,1,NA
17386,"Guichenotia glandulosa","Guichenotia","Malvaceae",NA,1.1,NA,NA,0.4,NA
17389,"Guichenotia macrantha","Guichenotia","Malvaceae",NA,2.25,NA,NA,1.5,NA
17391,"Guichenotia quasicalva","Guichenotia","Malvaceae",NA,1.02,NA,NA,0.5,NA
17393,"Guichenotia seorsiflora","Guichenotia","Malvaceae",NA,1.3,NA,NA,0.6,NA
17394,"Guichenotia tuberculata","Guichenotia","Malvaceae",NA,2.88,NA,NA,0.9,NA
17396,"Gunniopsis glabra","Gunniopsis","Aizoaceae",NA,0.12,NA,NA,0.08,NA
