"X","taxon_name","genus","family","leaf_mass_per_area","seed_dry_mass","leaf_length","leaf_width","plant_height","original_leaf_mass_per_area"
17402,"Gymnoschoenus anceps","Gymnoschoenus","Cyperaceae",NA,NA,NA,1.5,1.5,NA
17404,"Gyrostemon ditrigynus","Gyrostemon","Gyrostemonaceae",NA,3.76,NA,NA,1.5,NA
17405,"Gyrostemon prostratus","Gyrostemon","Gyrostemonaceae",NA,0.944,NA,NA,0.05,NA
17406,"Gyrostemon racemiger","Gyrostemon","Gyrostemonaceae",NA,0.593,NA,NA,4,NA
17407,"Gyrostemon reticulatus","Gyrostemon","Gyrostemonaceae",NA,0.522,NA,NA,1,NA
17408,"Gyrostemon sessilis","Gyrostemon","Gyrostemonaceae",NA,0.77,NA,NA,2.5,NA
17409,"Gyrostemon sheathii","Gyrostemon","Gyrostemonaceae",NA,NA,35,1.5,2,NA
17412,"Haegiela tatei","Haegiela","Asteraceae",NA,0.0329,NA,NA,0.08,NA
17427,"Haptotrichion colwillii","Haptotrichion","Asteraceae",NA,1.3,NA,NA,0.3,NA
17433,"Desmocladus lateriflorus","Desmocladus","Restionaceae",NA,NA,6,NA,0.2,NA
17434,"Helichrysum macranthum","Helichrysum","Asteraceae",NA,NA,92.5,17.5,2,NA
17436,"Helicteres angustifolia","Helicteres","Malvaceae",NA,1.99,NA,NA,2,NA
17447,"Heliotropium cunninghamii","Heliotropium","Boraginaceae",NA,0.387,NA,NA,0.6,NA
17451,"Heliotropium diversifolium","Heliotropium","Boraginaceae",NA,0.619,NA,NA,0.3,NA
17454,"Heliotropium flintii","Heliotropium","Boraginaceae",NA,0.892,NA,NA,0.25,NA
17459,"Heliotropium glabellum","Heliotropium","Boraginaceae",NA,0.299,NA,NA,1,NA
17461,"Heliotropium haesum","Heliotropium","Boraginaceae",NA,0.22,NA,NA,0.3,NA
17464,"Heliotropium leptaleum","Heliotropium","Boraginaceae",NA,0.355,NA,NA,0.6,NA
17471,"Heliotropium ovalifolium","Heliotropium","Boraginaceae",NA,0.516,NA,NA,0.8,NA
17476,"Heliotropium pleiopterum","Heliotropium","Boraginaceae",NA,7.5,NA,NA,0.7,NA
17479,"Heliotropium skeleton","Heliotropium","Boraginaceae",NA,0.184,NA,NA,1,NA
17483,"Heliotropium tanythrix","Heliotropium","Boraginaceae",NA,0.246,NA,NA,0.35,NA
17488,"Helipterum craspedioides","Helipterum","Asteraceae",NA,2.68,NA,NA,0.4,NA
17490,"Hemiandra gardneri","Hemiandra","Lamiaceae",NA,2.03,NA,NA,0.2,NA
17491,"Hemiandra glabra","Hemiandra","Lamiaceae",NA,1.67,16,3,1.5,NA
17501,"Hemigenia conferta","Hemigenia","Lamiaceae",NA,0.861,NA,NA,1.4,NA
17504,"Hemigenia diplanthera","Hemigenia","Lamiaceae",NA,0.923,NA,NA,1.2,NA
17508,"Hemigenia humilis","Hemigenia","Lamiaceae",NA,1.04,NA,NA,1.5,NA
17509,"Hemigenia incana","Hemigenia","Lamiaceae",NA,1.67,26.5,8,1.4,NA
17512,"Hemigenia microphylla","Hemigenia","Lamiaceae",NA,0.379,9.5,2.25,1.8,NA
17518,"Hemigenia podalyrina","Hemigenia","Lamiaceae",NA,1.63,16,14.5,2,NA
17520,"Hemigenia ramosissima","Hemigenia","Lamiaceae",NA,0.451,NA,NA,0.5,NA
17521,"Hemigenia rigida","Hemigenia","Lamiaceae",NA,0.46,17.5,3.5,0.6,NA
17522,"Hemigenia saligna","Hemigenia","Lamiaceae",NA,0.465,NA,NA,1,NA
17524,"Hemigenia sericea","Hemigenia","Lamiaceae",NA,1.71,NA,NA,1.5,NA
17525,"Hemigenia teretiuscula","Hemigenia","Lamiaceae",NA,1.19,NA,NA,0.8,NA
17528,"Hemigenia westringioides","Hemigenia","Lamiaceae",NA,2.41,NA,NA,1.5,NA
17530,"Herissantia crispa","Herissantia","Malvaceae",NA,2.55,NA,NA,0.9,NA
17531,"Hibbertia acerosa","Hibbertia","Dilleniaceae",NA,1.86,15,0.75,0.6,NA
17533,"Hibbertia amplexicaulis","Hibbertia","Dilleniaceae",NA,2,67.5,26,1,NA
17538,"Hibbertia argentea","Hibbertia","Dilleniaceae",NA,1.99,NA,NA,1.2,NA
17539,"Hibbertia aurea","Hibbertia","Dilleniaceae",NA,NA,17.5,0.75,1,NA
17544,"Hibbertia commutata","Hibbertia","Dilleniaceae",NA,3.58,28,8,1,NA
17545,"Hibbertia conspicua","Hibbertia","Dilleniaceae",NA,5.4,NA,NA,0.6,NA
17547,"Hibbertia cuneiformis","Hibbertia","Dilleniaceae",NA,6.54,35,12.5,3,NA
17548,"Hibbertia cunninghamii","Hibbertia","Dilleniaceae",NA,3.69,52.5,6.5,0.7,NA
17549,"Hibbertia depressa","Hibbertia","Dilleniaceae",NA,NA,20,2,0.3,NA
17550,"Hibbertia desmophylla","Hibbertia","Dilleniaceae",NA,1.35,NA,NA,1,NA
17551,"Hibbertia diamesogenos","Hibbertia","Dilleniaceae",NA,5.93,14.5,1,0.6,NA
17555,"Hibbertia exasperata","Hibbertia","Dilleniaceae",NA,3.27,NA,NA,0.6,NA
17556,"Hibbertia ferruginea","Hibbertia","Dilleniaceae",NA,NA,32.5,1.25,0.6,NA
17557,"Hibbertia fitzgeraldensis","Hibbertia","Dilleniaceae",NA,1.82,NA,NA,0.3,NA
17558,"Hibbertia furfuracea","Hibbertia","Dilleniaceae",NA,NA,32.5,6,2,NA
17561,"Hibbertia glomerata","Hibbertia","Dilleniaceae",NA,NA,17.5,6,1,NA
17563,"Hibbertia graniticola","Hibbertia","Dilleniaceae",NA,4.29,NA,NA,1.5,NA
17571,"Hibbertia inconspicua","Hibbertia","Dilleniaceae",NA,NA,15,6.75,0.6,NA
17572,"Hibbertia lasiopus","Hibbertia","Dilleniaceae",NA,14.4,40,20,0.5,NA
17577,"Hibbertia microphylla","Hibbertia","Dilleniaceae",NA,NA,4,1.5,0.6,NA
17579,"Hibbertia montana","Hibbertia","Dilleniaceae",NA,8.36,NA,NA,0.7,NA
17581,"Hibbertia mylnei","Hibbertia","Dilleniaceae",NA,NA,21.5,7.5,0.35,NA
17582,"Hibbertia notibractea","Hibbertia","Dilleniaceae",NA,NA,23,2,0.6,NA
17587,"Hibbertia ovata","Hibbertia","Dilleniaceae",NA,2.55,NA,NA,0.6,NA
17590,"Hibbertia perfoliata","Hibbertia","Dilleniaceae",NA,5.93,50,27.5,0.4,NA
17591,"Hibbertia pilosa","Hibbertia","Dilleniaceae",NA,NA,35,13,1.5,NA
17593,"Hibbertia porongurupensis","Hibbertia","Dilleniaceae",NA,8.23,NA,NA,1.5,NA
17595,"Hibbertia priceana","Hibbertia","Dilleniaceae",NA,1.8,NA,NA,0.15,NA
17597,"Hibbertia pulchra","Hibbertia","Dilleniaceae",NA,NA,15,1.4,0.6,NA
17599,"Hibbertia quadricolor","Hibbertia","Dilleniaceae",NA,20,40,18,0.5,NA
17602,"Hibbertia serrata","Hibbertia","Dilleniaceae",NA,9.35,55,17,2.5,NA
17603,"Hibbertia silvestris","Hibbertia","Dilleniaceae",NA,8.15,11.5,4.5,0.6,NA
17604,"Hibbertia spicata","Hibbertia","Dilleniaceae",NA,NA,19,1.5,0.7,NA
17605,"Hibbertia stellaris","Hibbertia","Dilleniaceae",NA,NA,22.5,2.5,1.5,NA
17608,"Hibbertia subvaginata","Hibbertia","Dilleniaceae",246,2.67,27.5,4.5,1.2,246
17609,"Hibbertia trichocalyx","Hibbertia","Dilleniaceae",NA,NA,11.5,3.75,0.6,NA
17613,"Hibbertia vaginata","Hibbertia","Dilleniaceae",NA,13.1,45,5,1,NA
17619,"Hibiscus brachychlaenus","Hibiscus","Malvaceae",NA,8.62,NA,NA,1.8,NA
17620,"Hibiscus burtonii","Hibiscus","Malvaceae",NA,5.06,NA,NA,1.5,NA
17631,"Hibiscus pentaphyllus","Hibiscus","Malvaceae",NA,6.39,NA,NA,2,NA
17636,"Hibiscus superbus","Hibiscus","Malvaceae",NA,10.5,NA,NA,3,NA
17638,"Homalocalyx chapmanii","Homalocalyx","Myrtaceae",NA,1.54,NA,NA,0.5,NA
17646,"Homalocalyx thryptomenoides","Homalocalyx","Myrtaceae",NA,2.1,NA,NA,1,NA
17647,"Homalosciadium homalocarpum","Homalosciadium","Apiaceae",NA,0.31,16.5,8.5,0.16,NA
17648,"Homalospermum firmum","Homalospermum","Myrtaceae",NA,1.03,16,2.5,8,NA
17651,"Hullsia argillicola","Hullsia","Asteraceae",NA,0.777,NA,NA,1,NA
17654,"Hyalosperma simplex","Hyalosperma","Asteraceae",NA,NA,11,0.95,0.15,NA
17656,"Hybanthus calycinus","Hybanthus","Violaceae",NA,6.6,32.5,2,0.6,NA
17657,"Hybanthus cymulosus","Hybanthus","Violaceae",NA,6.06,NA,NA,0.9,NA
17660,"Hydrocotyle alata","Hydrocotyle","Araliaceae",NA,NA,3.25,5.25,0.05,NA
17661,"Hydrocotyle blepharocarpa","Hydrocotyle","Araliaceae",NA,NA,4.5,5.5,0.1,NA
17663,"Hydrocotyle hispidula","Hydrocotyle","Araliaceae",NA,NA,8,13.5,0.2,NA
17664,"Hydrocotyle medicaginoides","Hydrocotyle","Araliaceae",NA,0.0844,NA,NA,0.15,NA
17665,"Hydrocotyle rugulosa","Hydrocotyle","Araliaceae",NA,0.403,NA,NA,0.12,NA
17666,"Hydrocotyle scutellifera","Hydrocotyle","Araliaceae",NA,NA,6,6,0.8,NA
17667,"Hydrocotyle tetragonocarpa","Hydrocotyle","Araliaceae",NA,NA,8,11.5,0.15,NA
17668,"Hydrolea zeylanica","Hydrolea","Hydroleaceae",NA,0.00664,NA,NA,1.5,NA
17669,"Hypocalymma ericifolium","Hypocalymma","Myrtaceae",NA,NA,7,1.1,1.1,NA
17674,"Hypocalymma longifolium","Hypocalymma","Myrtaceae",NA,4.98,NA,NA,1,NA
17677,"Hypocalymma robustum","Hypocalymma","Myrtaceae",NA,0.5,21,2,1.5,NA
17678,"Hypocalymma scariosum","Hypocalymma","Myrtaceae",NA,NA,11.5,0.85,0.5,NA
17680,"Hypocalymma strictum","Hypocalymma","Myrtaceae",NA,0.539,17.5,0.6,1.5,NA
17682,"Hypocalymma tenuatum","Hypocalymma","Myrtaceae",NA,0.383,NA,NA,0.35,NA
17683,"Hypocalymma tetrapterum","Hypocalymma","Myrtaceae",NA,0.695,NA,NA,0.9,NA
17687,"Hypolaena exsulca","Hypolaena","Restionaceae",NA,5.46,NA,NA,0.75,NA
17690,"Hypolaena pubescens","Hypolaena","Restionaceae",NA,NA,5,NA,1,NA
17691,"Hypolaena robusta","Hypolaena","Restionaceae",NA,13.1,NA,NA,0.5,NA
17692,"Hypolaena viridis","Hypolaena","Restionaceae",NA,NA,2,NA,0.5,NA
17694,"Ipomoea coptica","Ipomoea","Convolvulaceae",NA,8.11,NA,NA,1,NA
17695,"Ipomoea costata","Ipomoea","Convolvulaceae",NA,113,NA,NA,3,NA
17696,"Ipomoea yardiensis","Ipomoea","Convolvulaceae",NA,39.4,NA,NA,1.5,NA
17697,"Isolepis cyperoides","Isolepis","Cyperaceae",NA,0.12,NA,NA,0.5,NA
17698,"Isolepis humillima","Isolepis","Cyperaceae",NA,0.0452,NA,NA,0.08,NA
17699,"Isolepis oldfieldiana","Isolepis","Cyperaceae",NA,NA,NA,0.2,0.35,NA
17700,"Isopogon robustus","Isopogon","Proteaceae",NA,2.34,NA,NA,1.5,NA
17701,"Isotoma hypocrateriformis","Isotoma","Campanulaceae",NA,0.0256,16.5,0.75,0.6,NA
17702,"Isotoma pusilla","Isotoma","Campanulaceae",NA,0.0248,9,2,0.15,NA
17703,"Ixiolaena viscosa","Ixiolaena","Asteraceae",NA,0.35,42.5,20,0.6,NA
17704,"Jacquemontia browniana","Jacquemontia","Convolvulaceae",NA,5,NA,NA,1.25,NA
17706,"Jasminum molle","Jasminum","Oleaceae",NA,104,NA,NA,3,NA
17709,"Juncus radula","Juncus","Juncaceae",NA,0.0108,NA,NA,0.75,NA
17712,"Seringia saxatilis","Seringia","Malvaceae",NA,2.2,NA,NA,1,NA
17716,"Knoxia stricta","Knoxia","Rubiaceae",NA,1.93,NA,NA,0.6,NA
17719,"Kunzea acicularis","Kunzea","Myrtaceae",NA,0.103,NA,NA,2,NA
17725,"Lachnostachys eriobotrya","Lachnostachys","Lamiaceae",NA,0.896,NA,NA,2,NA
17728,"Lamarchea hakeifolia","Lamarchea","Myrtaceae",NA,1.68,NA,NA,5,NA
17733,"Lasiopetalum compactum","Lasiopetalum","Malvaceae",NA,1.2,NA,NA,1,NA
17734,"Lasiopetalum cordifolium","Lasiopetalum","Malvaceae",NA,NA,32.5,18,1.5,NA
17735,"Lasiopetalum dielsii","Lasiopetalum","Malvaceae",NA,2.22,NA,NA,1,NA
17739,"Lasiopetalum floribundum","Lasiopetalum","Malvaceae",NA,1.04,42.5,35,3,NA
17740,"Lasiopetalum glabratum","Lasiopetalum","Malvaceae",NA,2.27,NA,NA,0.5,NA
17742,"Lasiopetalum lineare","Lasiopetalum","Malvaceae",NA,1.59,NA,NA,0.4,NA
17743,"Lasiopetalum maxwellii","Lasiopetalum","Malvaceae",NA,1.35,NA,NA,0.6,NA
17744,"Lasiopetalum membranaceum","Lasiopetalum","Malvaceae",NA,2.34,35,25,1,NA
17752,"Lasiopetalum pterocarpum","Lasiopetalum","Malvaceae",NA,8.06,NA,NA,1.2,NA
17755,"Lasiopetalum rotundifolium","Lasiopetalum","Malvaceae",NA,1.12,NA,NA,0.4,NA
17756,"Lawrencella davenportii","Lawrencella","Asteraceae",NA,5.37,NA,NA,0.5,NA
17759,"Lawrencia densiflora","Lawrencia","Malvaceae",NA,0.772,NA,NA,0.6,NA
17768,"Lepidium catapycnon","Lepidium","Brassicaceae",NA,2.64,NA,NA,0.3,NA
17770,"Lepidium genistoides","Lepidium","Brassicaceae",NA,3.65,NA,NA,0.6,NA
17795,"Lepidosperma gibsonii","Lepidosperma","Cyperaceae",NA,0.785,NA,NA,0.45,NA
17796,"Lepidosperma gracile","Lepidosperma","Cyperaceae",NA,3.5,NA,1.1,0.7,NA
17798,"Lepidosperma leptostachyum","Lepidosperma","Cyperaceae",NA,0.71,NA,1.5,1,NA
17803,"Lepidosperma pubisquameum","Lepidosperma","Cyperaceae",NA,2.87,NA,1.75,0.7,NA
17808,"Lepidosperma striatum","Lepidosperma","Cyperaceae",NA,NA,NA,1.75,1.5,NA
17809,"Lepidosperma tenue","Lepidosperma","Cyperaceae",NA,2.48,NA,1,1,NA
17810,"Lepidosperma tetraquetrum","Lepidosperma","Cyperaceae",NA,3.5,NA,NA,3,NA
17814,"Leptomeria ellytes","Leptomeria","Santalaceae",NA,NA,1.35,0.4,3,NA
17815,"Leptomeria furtiva","Leptomeria","Santalaceae",NA,NA,2.65,0.65,0.5,NA
17819,"Leptospermum incanum","Leptospermum","Myrtaceae",NA,0.0851,NA,NA,3,NA
17821,"Leptospermum macgillivrayi","Leptospermum","Myrtaceae",NA,1.05,NA,NA,1,NA
17824,"Leptospermum nitens","Leptospermum","Myrtaceae",NA,0.0833,NA,NA,3,NA
17825,"Leptospermum oligandrum","Leptospermum","Myrtaceae",NA,0.076,NA,NA,3,NA
17826,"Leptospermum roei","Leptospermum","Myrtaceae",NA,0.245,NA,NA,3.5,NA
17827,"Leptospermum sericeum","Leptospermum","Myrtaceae",NA,0.181,NA,NA,3,NA
17828,"Leptospermum spinescens","Leptospermum","Myrtaceae",NA,1.5,NA,NA,1.5,NA
17830,"Lepyrodia drummondiana","Lepyrodia","Restionaceae",NA,NA,15.8,NA,0.5,NA
17831,"Lepyrodia glauca","Lepyrodia","Restionaceae",NA,NA,35,NA,1.5,NA
17832,"Lepyrodia heleocharoides","Lepyrodia","Restionaceae",NA,NA,1.5,NA,0.3,NA
17833,"Lepyrodia hermaphrodita","Lepyrodia","Restionaceae",NA,NA,2.5,NA,0.2,NA
17834,"Lepyrodia macra","Lepyrodia","Restionaceae",NA,NA,5.5,NA,0.35,NA
17835,"Lepyrodia monoica","Lepyrodia","Restionaceae",NA,NA,1,NA,0.5,NA
17836,"Lepyrodia muirii","Lepyrodia","Restionaceae",NA,NA,5,NA,1.2,NA
17837,"Leucochrysum fitzgibbonii","Leucochrysum","Asteraceae",NA,0.03,NA,NA,0.05,NA
17838,"Leucochrysum stipitatum","Leucochrysum","Asteraceae",NA,0.646,NA,NA,0.45,NA
17841,"Leucopogon alternifolius","Leucopogon","Ericaceae",NA,NA,6.5,4.25,2,NA
17844,"Leucopogon assimilis","Leucopogon","Ericaceae",NA,2.15,9.25,2.25,3,NA
17852,"Leucopogon capitellatus","Leucopogon","Ericaceae",NA,7,11.5,1.5,1,NA
17859,"Leucopogon conostephioides","Leucopogon","Ericaceae",157,NA,8,2,1.5,157
17860,"Leucopogon cordatus","Leucopogon","Ericaceae",NA,NA,5,2.5,1,NA
17861,"Leucopogon reflexus","Leucopogon","Ericaceae",NA,1.62,3.25,3.25,0.7,NA
17863,"Leucopogon crassiflorus","Leucopogon","Ericaceae",NA,13.5,NA,NA,1.2,NA
17872,"Leucopogon distans","Leucopogon","Ericaceae",NA,3.45,2.5,2.5,1.2,NA
17879,"Leucopogon gilbertii","Leucopogon","Ericaceae",NA,NA,13.5,2,1,NA
17880,"Leucopogon glabellus","Leucopogon","Ericaceae",NA,NA,4.5,3.5,1.5,NA
17882,"Leucopogon gnaphalioides","Leucopogon","Ericaceae",NA,1.49,NA,NA,1,NA
17883,"Leucopogon gracilis","Leucopogon","Ericaceae",NA,NA,9,1,1,NA
17897,"Leucopogon nutans","Leucopogon","Ericaceae",NA,104,NA,NA,1.3,NA
17898,"Leucopogon obovatus","Leucopogon","Ericaceae",NA,5.59,NA,NA,1.5,NA
17907,"Leucopogon pendulus","Leucopogon","Ericaceae",NA,NA,5.5,1.5,1.2,NA
17914,"Leucopogon polystachyus","Leucopogon","Ericaceae",NA,NA,13,2.5,2,NA
17915,"Leucopogon propinquus","Leucopogon","Ericaceae",NA,40,17,2,2,NA
17917,"Leucopogon psilopus","Leucopogon","Ericaceae",NA,10.3,NA,NA,1,NA
17919,"Leucopogon pulchellus","Leucopogon","Ericaceae",NA,18.2,6,0.75,1,NA
17920,"Leucopogon racemulosus","Leucopogon","Ericaceae",NA,NA,22.5,3,1.5,NA
17921,"Leucopogon rotundifolius","Leucopogon","Ericaceae",NA,10.2,NA,NA,1.5,NA
17932,"Leucopogon unilateralis","Leucopogon","Ericaceae",NA,NA,4.75,1.5,1.5,NA
17933,"Leucopogon validus","Leucopogon","Ericaceae",NA,3.82,NA,NA,1.2,NA
17934,"Leucopogon verticillatus","Leucopogon","Ericaceae",NA,8.4,100,16.5,4,NA
17936,"Levenhookia pauciflora","Levenhookia","Stylidiaceae",NA,NA,3.25,3.25,0.15,NA
17937,"Levenhookia preissii","Levenhookia","Stylidiaceae",NA,NA,13.5,1.25,0.17,NA
17938,"Levenhookia pulcherrima","Levenhookia","Stylidiaceae",NA,0.0242,NA,NA,0.7,NA
17939,"Levenhookia stipitata","Levenhookia","Stylidiaceae",NA,0.0225,7.5,1.25,0.1,NA
17943,"Limnophila fragrans","Limnophila","Plantaginaceae",NA,0.0235,NA,NA,0.5,NA
17944,"Lindernia aplectra","Lindernia","Linderniaceae",NA,0.0262,NA,NA,0.35,NA
17949,"Lindernia hypandra","Lindernia","Linderniaceae",NA,0.0836,NA,NA,0.28,NA
17951,"Lindernia plantaginea","Lindernia","Linderniaceae",NA,0.0232,NA,NA,0.6,NA
17957,"Lissanthe synandra","Lissanthe","Ericaceae",NA,66.1,NA,NA,1.5,NA
17958,"Livistona alfredii","Livistona","Arecaceae",NA,2590,NA,NA,10,NA
17959,"Livistona eastonii","Livistona","Arecaceae",NA,428,NA,NA,10,NA
17960,"Livistona leichhardtii","Livistona","Arecaceae",NA,228,NA,NA,8,NA
17962,"Livistona victoriae","Livistona","Arecaceae",NA,413,NA,NA,20,NA
17964,"Lobelia rhytidosperma","Lobelia","Campanulaceae",NA,0.08,20,4,0.3,NA
17965,"Lobelia tenuior","Lobelia","Campanulaceae",NA,0.04,44,6.5,0.5,NA
17969,"Logania buxifolia","Logania","Loganiaceae",NA,0.231,NA,NA,1.5,NA
17971,"Logania campanulata","Logania","Loganiaceae",NA,NA,25,3.75,0.6,NA
17981,"Orianthera serpyllifolia","Orianthera","Loganiaceae",NA,0.19,9.5,4.5,0.4,NA
17984,"Logania tortuosa","Logania","Loganiaceae",NA,NA,1,1,0.4,NA
17985,"Logania vaginalis","Logania","Loganiaceae",NA,0.202,55,21,3.5,NA
17988,"Loxocarya cinerea","Loxocarya","Restionaceae",NA,7.11,3,NA,1,NA
17989,"Loxocarya gigas","Loxocarya","Restionaceae",NA,12,NA,NA,2,NA
17990,"Loxocarya magna","Loxocarya","Restionaceae",NA,2.2,2,NA,1.5,NA
17991,"Loxocarya striata","Loxocarya","Restionaceae",NA,NA,2.5,NA,1,NA
17993,"Lyginia barbata","Lyginia","Anarthriaceae",676,3.37,13.5,NA,1,676
17996,"Pyrorchis forrestii","Pyrorchis","Orchidaceae",NA,NA,60,30,0.3,NA
17997,"Lyperanthus serratus","Lyperanthus","Orchidaceae",NA,NA,300,11,0.5,NA
17998,"Lysinema ciliatum","Lysinema","Ericaceae",NA,0.18,6,1.5,1.6,NA
17999,"Lysinema conspicuum","Lysinema","Ericaceae",NA,NA,6,1,0.6,NA
18001,"Lysinema fimbriatum","Lysinema","Ericaceae",NA,NA,3.75,2.25,0.8,NA
18002,"Lysinema lasianthum","Lysinema","Ericaceae",NA,NA,6,1,1,NA
18004,"Lysiosepalum aromaticum","Lysiosepalum","Malvaceae",NA,1.96,NA,NA,0.75,NA
18006,"Lysiosepalum involucratum","Lysiosepalum","Malvaceae",NA,0.989,NA,NA,1.5,NA
18008,"Macarthuria apetala","Macarthuria","Limeaceae",NA,NA,17.5,1.65,0.3,NA
18012,"Macarthuria keigheryi","Macarthuria","Limeaceae",NA,0.2,NA,NA,0.4,NA
18014,"Malleostemon hursthousei","Malleostemon","Myrtaceae",NA,1.49,NA,NA,2,NA
18016,"Malleostemon pedunculatus","Malleostemon","Myrtaceae",NA,1.12,NA,NA,2,NA
18017,"Malleostemon peltiger","Malleostemon","Myrtaceae",NA,1.77,NA,NA,1.5,NA
18020,"Marianthus bicolor","Marianthus","Pittosporaceae",NA,4.34,NA,NA,0.3,NA
18021,"Marianthus candidus","Marianthus","Pittosporaceae",NA,3.64,57.5,11.5,5,NA
18022,"Marianthus drummondianus","Marianthus","Pittosporaceae",NA,3.25,NA,NA,1.5,NA
18024,"Marianthus erubescens","Marianthus","Pittosporaceae",NA,1.99,52.5,15,4,NA
18025,"Marianthus granulatus","Marianthus","Pittosporaceae",NA,0.864,NA,NA,5,NA
18026,"Marianthus microphyllus","Marianthus","Pittosporaceae",NA,0.348,NA,NA,0.45,NA
18027,"Marianthus mollis","Marianthus","Pittosporaceae",NA,1.35,NA,NA,0.5,NA
18028,"Marianthus ringens","Marianthus","Pittosporaceae",NA,1.73,NA,NA,3,NA
18029,"Marianthus tenuis","Marianthus","Pittosporaceae",NA,NA,25,7,0.6,NA
18031,"Leptocarpus coangustatus","Leptocarpus","Restionaceae",NA,NA,1.5,NA,1,NA
18032,"Leptocarpus crassipes","Leptocarpus","Restionaceae",NA,NA,5.5,NA,1.5,NA
18033,"Leptocarpus denmarkicus","Leptocarpus","Restionaceae",NA,NA,10,NA,0.4,NA
18034,"Leptocarpus scariosus","Leptocarpus","Restionaceae",NA,NA,4.5,NA,1.5,NA
18036,"Melaleuca agathosmoides","Melaleuca","Myrtaceae",NA,0.118,NA,NA,2,NA
18037,"Melaleuca alsophila","Melaleuca","Myrtaceae",NA,0.116,NA,NA,15,NA
18039,"Melaleuca apodocephala","Melaleuca","Myrtaceae",NA,0.295,NA,NA,2,NA
18040,"Melaleuca apostiba","Melaleuca","Myrtaceae",NA,0.074,NA,NA,2,NA
18041,"Melaleuca araucarioides","Melaleuca","Myrtaceae",NA,0.0352,NA,NA,1.5,NA
18042,"Melaleuca aspalathoides","Melaleuca","Myrtaceae",NA,0.116,NA,NA,1.8,NA
18043,"Melaleuca atroviridis","Melaleuca","Myrtaceae",NA,0.054,NA,NA,6,NA
18044,"Melaleuca barlowii","Melaleuca","Myrtaceae",NA,0.574,NA,NA,1.8,NA
18045,"Melaleuca basicephala","Melaleuca","Myrtaceae",NA,0.073,9,2,1,NA
18048,"Melaleuca blaeriifolia","Melaleuca","Myrtaceae",NA,0.272,NA,NA,2.5,NA
18049,"Melaleuca boeophylla","Melaleuca","Myrtaceae",NA,0.2,NA,NA,2,NA
18050,"Melaleuca bromelioides","Melaleuca","Myrtaceae",NA,0.192,NA,NA,3,NA
18051,"Melaleuca brophyi","Melaleuca","Myrtaceae",NA,0.0641,NA,NA,2.5,NA
18053,"Melaleuca calothamnoides","Melaleuca","Myrtaceae",NA,0.024,NA,NA,3,NA
18054,"Melaleuca calycina","Melaleuca","Myrtaceae",NA,0.22,NA,NA,2,NA
18055,"Melaleuca calyptroides","Melaleuca","Myrtaceae",NA,0.212,NA,NA,1.75,NA
18056,"Melaleuca campanae","Melaleuca","Myrtaceae",NA,0.287,NA,NA,1,NA
18057,"Melaleuca camptoclada","Melaleuca","Myrtaceae",NA,0.0492,NA,NA,3,NA
18058,"Melaleuca cardiophylla","Melaleuca","Myrtaceae",NA,0.51,NA,NA,2,NA
18059,"Melaleuca carrii","Melaleuca","Myrtaceae",NA,0.0817,NA,NA,1,NA
18060,"Melaleuca ciliosa","Melaleuca","Myrtaceae",NA,0.163,NA,NA,1.2,NA
18062,"Melaleuca cliffortioides","Melaleuca","Myrtaceae",NA,0.84,NA,NA,3,NA
18063,"Melaleuca coccinea","Melaleuca","Myrtaceae",NA,0.77,NA,NA,2.6,NA
18064,"Melaleuca concinna","Melaleuca","Myrtaceae",NA,0.0644,NA,NA,1.7,NA
18065,"Melaleuca concreta","Melaleuca","Myrtaceae",NA,0.0474,NA,NA,3,NA
18067,"Melaleuca conothamnoides","Melaleuca","Myrtaceae",NA,0.235,NA,NA,1.5,NA
18068,"Melaleuca cordata","Melaleuca","Myrtaceae",NA,0.282,NA,NA,2,NA
18069,"Melaleuca croxfordiae","Melaleuca","Myrtaceae",NA,0.324,32.5,5,10,NA
18070,"Melaleuca ctenoides","Melaleuca","Myrtaceae",NA,0.128,NA,NA,4,NA
18071,"Melaleuca cucullata","Melaleuca","Myrtaceae",NA,0.364,NA,NA,5,NA
18073,"Melaleuca dempta","Melaleuca","Myrtaceae",NA,0.602,NA,NA,2,NA
18074,"Melaleuca densa","Melaleuca","Myrtaceae",NA,0.189,6,4.25,3,NA
18075,"Melaleuca depauperata","Melaleuca","Myrtaceae",NA,0.244,NA,NA,2.4,NA
18076,"Melaleuca depressa","Melaleuca","Myrtaceae",NA,0.409,NA,NA,2,NA
18078,"Melaleuca diosmifolia","Melaleuca","Myrtaceae",NA,0.0742,9.5,3.5,3,NA
18079,"Melaleuca elliptica","Melaleuca","Myrtaceae",NA,0.0871,NA,NA,4,NA
18082,"Melaleuca eximia","Melaleuca","Myrtaceae",NA,0.43,NA,NA,3,NA
18083,"Melaleuca exuvia","Melaleuca","Myrtaceae",NA,0.0744,NA,NA,3,NA
18084,"Melaleuca fabri","Melaleuca","Myrtaceae",NA,0.165,NA,NA,2,NA
18085,"Melaleuca filifolia","Melaleuca","Myrtaceae",NA,0.276,NA,NA,2.5,NA
18086,"Melaleuca fissurata","Melaleuca","Myrtaceae",NA,0.168,NA,NA,2,NA
18087,"Melaleuca fulgens","Melaleuca","Myrtaceae",NA,0.157,NA,NA,3,NA
18088,"Melaleuca glaberrima","Melaleuca","Myrtaceae",NA,0.146,NA,NA,1.5,NA
