"","taxon_name","genus","family","leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness"
"239","Anigozanthos bicolor subsp. exstans","Anigozanthos","Haemodoraceae",100,NA,NA,0.25,NA,NA,NA,NA,NA
"240","Anigozanthos bicolor subsp. minor","Anigozanthos","Haemodoraceae",75,NA,NA,0.2,NA,NA,NA,NA,NA
"241","Anigozanthos bicolor","Anigozanthos","Haemodoraceae",212,NA,NA,0.6,6,NA,NA,NA,NA
"242","Anigozanthos flavidus","Anigozanthos","Haemodoraceae",675,1.06,1.98,3,13.8,NA,NA,NA,NA
"243","Anigozanthos gabrielae","Anigozanthos","Haemodoraceae",75,NA,1,0.2,2,NA,NA,NA,NA
"244","Anigozanthos humilis subsp. chrysanthus","Anigozanthos","Haemodoraceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"245","Anigozanthos humilis subsp. humilis","Anigozanthos","Haemodoraceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"246","Anigozanthos humilis","Anigozanthos","Haemodoraceae",NA,NA,0.75,1,9,NA,NA,NA,NA
"247","Anigozanthos kalbarriensis","Anigozanthos","Haemodoraceae",NA,NA,0.75,0.2,6.5,NA,NA,NA,NA
"248","Anigozanthos manglesii","Anigozanthos","Haemodoraceae",250,NA,1.25,1.1,8.5,NA,NA,NA,NA
"249","Anigozanthos onycis","Anigozanthos","Haemodoraceae",100,NA,1.15,0.4,8.5,NA,NA,NA,NA
"250","Anigozanthos preissii","Anigozanthos","Haemodoraceae",175,NA,1.7,0.8,3,NA,NA,NA,NA
"251","Anigozanthos pulcherrimus","Anigozanthos","Haemodoraceae",NA,NA,NA,1,10,NA,NA,NA,NA
"252","Anigozanthos rufus","Anigozanthos","Haemodoraceae",300,NA,1.15,1,4,NA,NA,NA,NA
"253","Anigozanthos viridis subsp. terraspectans","Anigozanthos","Haemodoraceae",75,NA,NA,NA,1.5,NA,NA,NA,NA
"254","Anigozanthos viridis subsp. viridis","Anigozanthos","Haemodoraceae",300,NA,NA,NA,3,NA,NA,NA,NA
"255","Anigozanthos viridis","Anigozanthos","Haemodoraceae",275,NA,1,1.1,3,NA,NA,NA,NA
"256","Anthobolus filifolius","Anthobolus","Santalaceae",32.5,3,4.5,3,0.75,NA,NA,NA,NA
"257","Anthobolus foveolatus","Anthobolus","Santalaceae",27.5,NA,NA,1.8,1.75,NA,NA,NA,NA
"258","Anthotium humile","Anthotium","Goodeniaceae",73.8,NA,NA,0.2,1.25,NA,NA,NA,NA
"259","Anthotium junciforme","Anthotium","Goodeniaceae",118,NA,NA,0.4,0.75,NA,NA,NA,NA
"260","Anthotium rubriflorum","Anthotium","Goodeniaceae",62.5,NA,NA,0.2,4.5,NA,NA,NA,NA
"261","Antiaris toxicaria subsp. macrophylla","Antiaris","Moraceae",122,NA,NA,28,55,NA,NA,NA,NA
"262","Apatophyllum constablei","Apatophyllum","Celastraceae",11.8,2,2.75,0.4,0.418,NA,NA,NA,NA
"263","Apatophyllum olsenii","Apatophyllum","Celastraceae",15,2,4.5,1,0.95,NA,NA,NA,NA
"264","Aphananthe philippinensis","Aphananthe","Cannabaceae",57.5,3,6,35,25,NA,604,0.57,NA
"265","Apodytes brachystylis","Apodytes","Icacinaceae",115,3.5,8.67,20,40,NA,3250,0.508,0.235
"266","Araucaria bidwillii","Araucaria","Araucariaceae",30,17.5,35,50,6.5,NA,387,0.402,0.36
"267","Araucaria cunninghamii var. cunninghamii","Araucaria","Araucariaceae",7,NA,NA,50,NA,NA,NA,NA,NA
"268","Archidendron grandiflorum","Archidendron","Fabaceae",73.8,8,13.7,30,31.2,NA,NA,0.524,NA
"269","Archidendron hendersonii","Archidendron","Fabaceae",108,5,8.83,30,48.8,NA,NA,0.512,NA
"270","Archidendron hirsutum","Archidendron","Fabaceae",60.4,6.5,8.83,22,60,NA,NA,NA,NA
"271","Archidendron kanisii","Archidendron","Fabaceae",124,4.5,5,3,32.5,NA,NA,NA,NA
"272","Archidendron lovellae","Archidendron","Fabaceae",60,NA,NA,20,30,NA,NA,NA,NA
"273","Archidendron lucyi","Archidendron","Fabaceae",152,9.67,13.2,20,75,NA,NA,0.5,NA
"274","Archidendron muellerianum","Archidendron","Fabaceae",77.2,8,10.8,20,38.3,NA,NA,NA,NA
"275","Archidendron ramiflorum","Archidendron","Fabaceae",65,7,12.8,10,97.5,NA,NA,NA,NA
"276","Archidendron vaillantii","Archidendron","Fabaceae",131,6.67,10.8,27,70,NA,NA,0.414,0.138
"277","Archidendron whitei","Archidendron","Fabaceae",97.5,6.25,9.33,15,56.2,NA,NA,0.5,NA
"278","Archidendropsis basaltica","Archidendropsis","Fabaceae",6,8,8.5,10,3.25,NA,1580,0.876,NA
"279","Archidendropsis thozetiana","Archidendropsis","Fabaceae",25.5,6.35,8.25,20,8.5,4,NA,0.827,NA
"280","Archidendropsis xanthoxylon","Archidendropsis","Fabaceae",64,10.8,11.2,37,30,8,NA,0.525,NA
"281","Aristolochia acuminata","Aristolochia","Aristolochiaceae",121,5,6.25,NA,98.2,1.35,NA,NA,NA
"282","Aristolochia chalmersii","Aristolochia","Aristolochiaceae",60,3.75,4.5,NA,38.8,1.68,NA,NA,NA
"283","Aristolochia elegans","Aristolochia","Aristolochiaceae",61,4.75,5.5,NA,73,0.2,NA,NA,NA
"284","Aristolochia holtzei","Aristolochia","Aristolochiaceae",100,4,4,0.5,3,0.5,NA,NA,NA
"285","Aristolochia meridionalis subsp. centralis","Aristolochia","Aristolochiaceae",77.5,NA,NA,NA,15,NA,NA,NA,NA
"286","Aristolochia meridionalis subsp. meridionalis","Aristolochia","Aristolochiaceae",51,NA,NA,NA,29.5,NA,NA,NA,NA
"287","Aristolochia meridionalis","Aristolochia","Aristolochiaceae",63.5,4,4.25,NA,27.5,1.25,NA,NA,NA
"288","Aristolochia pubera","Aristolochia","Aristolochiaceae",70,3,5.5,NA,47,0.5,NA,NA,NA
"289","Aristolochia ringens","Aristolochia","Aristolochiaceae",20,7,12,NA,20,0.2,NA,NA,NA
"290","Aristolochia thozetii","Aristolochia","Aristolochiaceae",32.5,3,4,NA,25,0.5,NA,NA,NA
"291","Arnhemia cryptantha","Arnhemia","Thymelaeaceae",20,NA,7,0.3,NA,NA,NA,NA,NA
"292","Arnocrinum drummondii","Arnocrinum","Hemerocallidaceae",43,NA,NA,0.5,NA,NA,NA,NA,NA
"293","Arnocrinum gracillimum","Arnocrinum","Hemerocallidaceae",30,NA,NA,0.4,NA,NA,NA,NA,NA
"294","Arnocrinum preissii","Arnocrinum","Hemerocallidaceae",45,NA,NA,0.5,NA,NA,NA,NA,NA
"295","Artabotrys carnosipetalus","Artabotrys","Annonaceae",122,8,16,NA,46.8,NA,NA,NA,NA
"296","Arthropodium curvipes","Arthropodium","Asparagaceae",40,NA,NA,0.5,1.25,NA,NA,NA,NA
"297","Arthropodium dyeri","Arthropodium","Asparagaceae",125,NA,NA,0.6,2,NA,NA,NA,NA
"298","Arthropodium milleflorum","Arthropodium","Asparagaceae",315,1.35,1.93,1,9,NA,2510,NA,NA
"299","Arthropodium minus","Arthropodium","Asparagaceae",195,2.5,2.5,55,2.78,NA,643,NA,NA
"300","Artocarpus glaucus","Artocarpus","Moraceae",145,5.5,5.5,26,60,NA,NA,NA,NA
"301","Arytera bifoliolata","Arytera","Sapindaceae",128,5,9.5,10,42.8,NA,NA,NA,NA
"302","Arytera dictyoneura","Arytera","Sapindaceae",47.5,4.5,7,8,30,NA,NA,NA,NA
"303","Arytera distylis","Arytera","Sapindaceae",57.8,4.5,8.5,24,25,NA,2010,0.651,NA
"304","Arytera divaricata","Arytera","Sapindaceae",77.5,6,12.5,30,35,NA,6090,0.609,0.21
"305","Arytera foveolata","Arytera","Sapindaceae",92.5,5.08,7.2,15,27.5,NA,2320,NA,NA
"306","Arytera lautereriana","Arytera","Sapindaceae",102,NA,NA,30,22.5,NA,NA,NA,NA
"307","Arytera macrobotrys","Arytera","Sapindaceae",145,NA,NA,10,50,NA,NA,NA,NA
"308","Arytera microphylla","Arytera","Sapindaceae",35,4.66,7.12,9,19.5,NA,NA,NA,NA
"309","Arytera pauciflora","Arytera","Sapindaceae",115,7.5,14,20,37.5,NA,NA,NA,NA
"310","Astelia alpina var. alpina","Astelia","Asteliaceae",225,2,14.5,NA,19,NA,NA,NA,NA
"311","Astelia alpina var. novae-hollandiae","Astelia","Asteliaceae",110,1.8,6,0.911,10,NA,1410,NA,NA
"312","Astelia alpina","Astelia","Asteliaceae",168,1.5,1.7,0.3,10,NA,1770,NA,NA
"313","Astelia australiana","Astelia","Asteliaceae",1300,NA,2.5,NA,75,NA,NA,NA,NA
"314","Astelia psychrocharis","Astelia","Asteliaceae",145,1.52,2.23,NA,23.8,NA,NA,NA,NA
"315","Atalaya angustifolia","Atalaya","Sapindaceae",42.5,4.5,6,5,3.5,NA,NA,NA,NA
"316","Atalaya australiana","Atalaya","Sapindaceae",100,5,7.5,20,45,NA,NA,0.732,NA
"317","Atalaya calcicola","Atalaya","Sapindaceae",100,5,7.5,10,45,NA,NA,NA,NA
"318","Atalaya hemiglauca","Atalaya","Sapindaceae",110,4.5,5.5,10,11.1,3,1280,NA,0.419
"319","Atalaya multiflora","Atalaya","Sapindaceae",77.5,4.5,5.5,25,28.8,3,NA,NA,NA
"320","Atalaya rigida","Atalaya","Sapindaceae",122,4,5.5,8,65,NA,NA,NA,NA
"321","Atalaya salicifolia","Atalaya","Sapindaceae",120,5.5,6.75,25,18.7,NA,6260,0.724,NA
"322","Atalaya sericopetala","Atalaya","Sapindaceae",108,4.5,6,10,50,NA,NA,NA,NA
"323","Atalaya variifolia","Atalaya","Sapindaceae",150,5.5,9.5,10,15,NA,NA,NA,NA
"324","Atherosperma moschatum subsp. integrifolium","Atherosperma","Atherospermataceae",NA,NA,NA,10,NA,NA,NA,NA,NA
"325","Atherosperma moschatum subsp. moschatum","Atherosperma","Atherospermataceae",NA,NA,NA,30,NA,NA,4320,NA,NA
"326","Atherosperma moschatum","Atherosperma","Atherospermataceae",63.2,2,5.75,45,22.1,NA,1070,0.545,0.3
"327","Athertonia diversifolia","Athertonia","Proteaceae",332,30,32.5,30,140,NA,40500,0.555,0.243
"328","Athrotaxis cupressoides","Athrotaxis","Cupressaceae",2.83,1.5,2,20,1.92,NA,14.1,NA,NA
"329","Athrotaxis selaginoides","Athrotaxis","Cupressaceae",10.5,1.5,2,40,2,NA,56.5,0.346,NA
"330","Atkinsonia ligustrina","Atkinsonia","Loranthaceae",38.8,NA,NA,2,10,NA,NA,NA,NA
"331","Australina pusilla","Australina","Urticaceae",34.2,0.5,1.5,0.6,24.2,NA,1570,NA,NA
"332","Austrobaileya scandens","Austrobaileya","Austrobaileyaceae",122,15,19,40,55,6,3250,0.363,0.295
"333","Austromatthaea elegans","Austromatthaea","Monimiaceae",149,10.5,10.5,7,33.8,NA,3990,0.73,0.133
"334","Austromuellera trinervia","Austromuellera","Proteaceae",132,35.8,123,18,36,21.5,23200,0.588,0.216
"335","Austromuellera valida","Austromuellera","Proteaceae",105,39.2,86.2,20,65,25.2,NA,NA,NA
"336","Balanops australiana","Balanops","Balanopaceae",67.5,10.5,12.8,35,32.5,3,1680,0.706,0.4
"337","Banksia aculeata","Banksia","Proteaceae",65,16.5,11,2,19,NA,NA,NA,NA
"338","Banksia aemula","Banksia","Proteaceae",120,13.5,12.5,8,15.9,NA,1470,0.546,0.397
"339","Banksia aquilonia","Banksia","Proteaceae",125,2.5,9.67,25,10,2,1380,0.72,NA
"340","Banksia ashbyi","Banksia","Proteaceae",200,3.79,8.61,8,30,NA,NA,NA,NA
"341","Banksia attenuata","Banksia","Proteaceae",142,13.5,13,10,9.8,NA,2060,0.646,0.46
"342","Banksia audax","Banksia","Proteaceae",45,7,11,1,14,NA,NA,NA,NA
"343","Banksia baueri","Banksia","Proteaceae",85,7.5,13.5,2,20,NA,NA,NA,NA
"344","Banksia baxteri","Banksia","Proteaceae",120,12,13,4,50,NA,NA,NA,NA
"345","Banksia benthamiana","Banksia","Proteaceae",175,4.24,8.26,4,7.5,NA,NA,NA,NA
"346","Banksia blechnifolia","Banksia","Proteaceae",250,14.5,10.5,0.7,70,NA,NA,NA,1.13
"347","Banksia brownii","Banksia","Proteaceae",70,5.5,8.5,6,8.5,NA,NA,NA,NA
"348","Banksia burdettii","Banksia","Proteaceae",130,12,9.5,4,20,NA,NA,NA,NA
"349","Banksia caleyi","Banksia","Proteaceae",95,16.5,14.5,2,18.5,NA,NA,NA,NA
"350","Banksia candolleana","Banksia","Proteaceae",275,14.5,11,1.3,13,NA,NA,NA,NA
"351","Banksia canei","Banksia","Proteaceae",40,2.98,6.76,3,10,NA,NA,NA,NA
"352","Banksia chamaephyton","Banksia","Proteaceae",225,18,14,0.4,100,NA,NA,NA,NA
"353","Banksia coccinea","Banksia","Proteaceae",60,5.5,6,8,45,NA,NA,NA,NA
"354","Banksia conferta","Banksia","Proteaceae",77.5,3.04,8.06,4,23.5,NA,NA,NA,NA
"355","Banksia cuneata","Banksia","Proteaceae",25,7.5,4.5,5,10,NA,NA,NA,NA
"356","Banksia dentata","Banksia","Proteaceae",175,6.5,11,8,52,NA,NA,NA,NA
"357","Banksia dryandroides","Banksia","Proteaceae",110,3,9.5,1,11,NA,855,NA,0.243
"358","Banksia elderiana","Banksia","Proteaceae",275,10.5,11,4,16,NA,NA,0.764,NA
"359","Banksia elegans","Banksia","Proteaceae",325,8.5,8.5,4,15,NA,NA,NA,NA
"360","Banksia epica","Banksia","Proteaceae",32.5,7.5,12,3,10.5,NA,NA,NA,NA
"361","Banksia ericifolia","Banksia","Proteaceae",12,4.5,9.5,6,0.867,NA,14.5,0.566,0.265
"362","Banksia gardneri","Banksia","Proteaceae",220,16,10.5,0.35,40,NA,NA,NA,NA
"363","Banksia goodii","Banksia","Proteaceae",225,15,10.5,0.2,5.5,NA,NA,NA,NA
"364","Banksia grandis","Banksia","Proteaceae",275,8,14,10,70,NA,12400,0.672,0.345
"365","Banksia grossa","Banksia","Proteaceae",80,6.5,16,1,2.3,NA,NA,NA,NA
"366","Banksia hookeriana","Banksia","Proteaceae",110,10,11,3,8.5,NA,NA,NA,NA
"367","Banksia ilicifolia","Banksia","Proteaceae",62.5,10.5,6,12,35,NA,NA,NA,NA
"368","Banksia incana","Banksia","Proteaceae",35,5,12.5,0.7,1.75,NA,NA,NA,NA
"369","Banksia integrifolia subsp. compar","Banksia","Proteaceae",150,NA,8,25,23,NA,NA,NA,NA
"370","Banksia integrifolia subsp. integrifolia","Banksia","Proteaceae",70,NA,NA,25,21,NA,NA,NA,NA
"371","Banksia integrifolia subsp. monticola","Banksia","Proteaceae",115,NA,NA,NA,18,NA,NA,NA,NA
"372","Banksia integrifolia","Banksia","Proteaceae",113,3.5,8,30,24.6,3,830,0.482,0.402
"373","Banksia laevigata","Banksia","Proteaceae",95,3.5,7.5,3.5,12,NA,NA,NA,NA
"374","Banksia lanata","Banksia","Proteaceae",65,5.5,11,1.5,0.875,NA,NA,NA,NA
"375","Banksia laricina","Banksia","Proteaceae",10,3.5,10,2,0.8,NA,NA,NA,NA
"376","Banksia lemanniana","Banksia","Proteaceae",60,11.5,13.5,5,23.5,NA,2520,NA,0.595
"377","Banksia leptophylla","Banksia","Proteaceae",70,3.5,13.5,2.3,1.25,NA,NA,NA,NA
"378","Banksia lindleyana","Banksia","Proteaceae",85,3.5,10,3,8,NA,NA,NA,NA
"379","Banksia littoralis","Banksia","Proteaceae",165,4.5,6.5,12,8.5,NA,684,0.545,NA
"380","Banksia lullfitzii","Banksia","Proteaceae",325,13.5,8.5,2,13,NA,NA,NA,NA
"381","Banksia marginata","Banksia","Proteaceae",52.6,2.95,9.57,12,9.62,NA,273,0.547,0.395
"382","Banksia media","Banksia","Proteaceae",80,6,11,10,13.5,NA,NA,NA,NA
"383","Banksia meisneri subsp. ascendens","Banksia","Proteaceae",11.5,NA,NA,NA,NA,NA,NA,NA,NA
"384","Banksia meisneri subsp. meisneri","Banksia","Proteaceae",5,NA,NA,NA,NA,NA,NA,NA,NA
"385","Banksia meisneri","Banksia","Proteaceae",10.2,2.5,9,2,1.25,NA,NA,NA,NA
"386","Banksia menziesii","Banksia","Proteaceae",139,12.5,10.5,10,24.7,NA,7480,0.675,0.79
"387","Banksia micrantha","Banksia","Proteaceae",20,8,13,0.6,1.25,NA,NA,NA,NA
"388","Banksia nutans","Banksia","Proteaceae",15,5.5,9.5,1.3,1,NA,NA,NA,NA
"389","Banksia oblongifolia","Banksia","Proteaceae",80,3.83,7.61,3,20,NA,1250,0.598,0.42
"390","Banksia occidentalis","Banksia","Proteaceae",95,3,5.5,7,3.75,NA,NA,NA,NA
"391","Banksia oligantha","Banksia","Proteaceae",26,4,4,3,12,NA,NA,NA,NA
"392","Banksia oreophila","Banksia","Proteaceae",65,5.99,11.2,3,15,NA,NA,NA,NA
"393","Banksia ornata","Banksia","Proteaceae",78.3,9.9,10.9,3,61.5,NA,NA,0.553,0.5
"394","Banksia paludosa subsp. astrolux","Banksia","Proteaceae",NA,NA,NA,5,NA,NA,NA,NA,NA
"395","Banksia paludosa subsp. paludosa","Banksia","Proteaceae",NA,NA,NA,2,NA,NA,NA,NA,NA
"396","Banksia paludosa","Banksia","Proteaceae",85,3.85,9.12,15,18.8,NA,NA,NA,NA
"397","Banksia petiolaris","Banksia","Proteaceae",300,17,12.5,NA,30,NA,NA,NA,NA
"398","Banksia pilostylis","Banksia","Proteaceae",105,12,14.1,4,12.5,NA,NA,NA,NA
"399","Banksia plagiocarpa","Banksia","Proteaceae",140,3.5,8.5,5,11.5,NA,NA,NA,NA
"400","Banksia praemorsa","Banksia","Proteaceae",40,5.85,10.9,4,19,NA,NA,NA,NA
"401","Banksia prionotes","Banksia","Proteaceae",210,5.5,9,10,15,NA,NA,NA,NA
"402","Banksia pulchella","Banksia","Proteaceae",8.5,3.37,9.52,1.5,1,NA,NA,NA,NA
"403","Banksia quercifolia","Banksia","Proteaceae",90,5.5,8.5,5,25,NA,NA,NA,NA
"404","Banksia repens","Banksia","Proteaceae",290,15.5,15.5,0.4,180,NA,NA,NA,NA
"405","Banksia robur","Banksia","Proteaceae",210,4.5,10.5,3,90,NA,12600,0.582,0.735
"406","Banksia saxicola","Banksia","Proteaceae",95,3.5,10,13,31.2,NA,924,NA,0.345
"407","Banksia scabrella","Banksia","Proteaceae",21.5,4.5,14,2,1,NA,NA,NA,NA
"408","Banksia sceptrum","Banksia","Proteaceae",65,8,12.5,5,20,NA,NA,NA,NA
"409","Banksia seminuda","Banksia","Proteaceae",80,4,8.5,25,13,NA,NA,NA,NA
"410","Banksia serra","Banksia","Proteaceae",90,10,11,16,10,NA,NA,NA,NA
"411","Banksia serrata","Banksia","Proteaceae",143,6,15.5,16,27,NA,2070,0.542,0.475
"412","Banksia solandri","Banksia","Proteaceae",200,5.5,10.5,4,80,NA,NA,NA,NA
"413","Banksia speciosa","Banksia","Proteaceae",325,10.5,11.8,8,30,NA,NA,NA,NA
"414","Banksia sphaerocarpa var. caesia","Banksia","Proteaceae",NA,NA,NA,4,NA,NA,66.3,NA,0.542
"415","Banksia sphaerocarpa var. sphaerocarpa","Banksia","Proteaceae",NA,NA,NA,2,NA,NA,NA,NA,NA
"416","Banksia sphaerocarpa","Banksia","Proteaceae",62.5,9,12,4,1.62,NA,NA,NA,NA
"417","Banksia spinulosa var. cunninghamii","Banksia","Proteaceae",NA,NA,NA,6,NA,NA,341,NA,NA
"418","Banksia spinulosa","Banksia","Proteaceae",47.5,4,8,5,3.93,NA,157,0.635,0.312
"419","Banksia telmatiaea","Banksia","Proteaceae",23.8,2.5,11.5,2,1.32,NA,18.5,NA,0.63
"420","Banksia tricuspis","Banksia","Proteaceae",90,10.5,19.5,4,1.25,NA,NA,NA,NA
"421","Banksia verticillata","Banksia","Proteaceae",60,NA,10.5,6,10.2,NA,NA,0.406,NA
"422","Banksia victoriae","Banksia","Proteaceae",250,8,10.5,7,32.5,NA,NA,NA,NA
"423","Banksia violacea","Banksia","Proteaceae",15,2.25,15,2,NA,NA,NA,NA,NA
"424","Barklya syringifolia","Barklya","Fabaceae",57.5,6,9,20,55,3,3950,0.664,NA
"425","Bauhinia binata","Bauhinia","Fabaceae",28.5,6.75,9.9,7,28.5,4,NA,NA,NA
"426","Bauhinia carronii","Bauhinia","Fabaceae",24.5,22.5,14.2,10,13.2,4,NA,1.2,NA
"427","Bauhinia cunninghamii","Bauhinia","Fabaceae",26,7.32,10.1,12,18.8,3,922,NA,NA
"428","Bauhinia gilva","Bauhinia","Fabaceae",26.8,NA,13,10,13.5,NA,NA,NA,NA
"429","Bauhinia hookeri","Bauhinia","Fabaceae",32.5,9,13.8,12,21,3,130,1.06,NA
"430","Bauhinia malabarica","Bauhinia","Fabaceae",71.2,3.5,4.88,10,90,NA,NA,NA,NA
"431","Baxteria australis","Baxteria","Dasypogonaceae",325,NA,NA,0.5,12,NA,NA,NA,NA
"432","Beilschmiedia bancroftii","Beilschmiedia","Lauraceae",112,43,42.5,39,25,NA,2300,0.508,0.239
"433","Beilschmiedia brunnea","Beilschmiedia","Lauraceae",97.5,13.5,13.5,35,47.5,NA,3680,0.45,0.21
"434","Beilschmiedia castrisinensis","Beilschmiedia","Lauraceae",99.8,49.5,39,30,30,28,NA,NA,NA
"435","Beilschmiedia collina","Beilschmiedia","Lauraceae",100,11,17,30,30,NA,2400,NA,0.252
"436","Beilschmiedia elliptica","Beilschmiedia","Lauraceae",88.3,7,8,45,28.8,NA,3410,0.701,NA
"437","Beilschmiedia obtusifolia","Beilschmiedia","Lauraceae",100,9,17,35,33.8,NA,4060,0.623,NA
"438","Beilschmiedia oligandra","Beilschmiedia","Lauraceae",98.5,31.5,40,30,42.5,NA,NA,0.636,NA
"439","Beilschmiedia peninsularis","Beilschmiedia","Lauraceae",95,11.5,18,20,30,NA,NA,NA,NA
"440","Beilschmiedia recurva","Beilschmiedia","Lauraceae",93.5,14.5,23,35,41.2,NA,4330,NA,0.365
"441","Beilschmiedia tooram","Beilschmiedia","Lauraceae",138,40,37.5,30,47.5,20,4150,0.632,0.211
"442","Beilschmiedia volckii","Beilschmiedia","Lauraceae",195,38,43.5,35,87.5,NA,NA,0.44,NA
"443","Bellendena montana","Bellendena","Proteaceae",32.5,1.5,5,1.8,18.5,NA,229,0.67,0.622
"444","Benthamina alyxifolia","Benthamina","Loranthaceae",51.2,NA,NA,NA,35,NA,NA,NA,NA
"445","Blancoa canescens","Blancoa","Haemodoraceae",165,NA,NA,0.4,2.5,NA,1760,NA,NA
"446","Blandfordia cunninghamii","Blandfordia","Blandfordiaceae",NA,NA,NA,NA,8,NA,NA,NA,NA
"447","Blandfordia grandiflora","Blandfordia","Blandfordiaceae",NA,2.4,2.93,0.5,3.5,NA,NA,NA,NA
"448","Blandfordia nobilis","Blandfordia","Blandfordiaceae",500,NA,NA,0.6,2,NA,2000,NA,NA
"449","Blandfordia punicea","Blandfordia","Blandfordiaceae",NA,NA,NA,0.45,8,NA,1920,NA,NA
"450","Blepharocarya depauperata","Blepharocarya","Anacardiaceae",52.5,NA,NA,13,25,NA,1830,NA,NA
"451","Blepharocarya involucrigera","Blepharocarya","Anacardiaceae",100,2.5,3,40,30,NA,NA,0.476,NA
"452","Borya constricta","Borya","Boryaceae",14,NA,NA,0.25,0.9,NA,NA,NA,NA
"453","Borya jabirabela","Borya","Boryaceae",35,NA,NA,0.2,0.75,NA,NA,NA,NA
"454","Borya laciniata","Borya","Boryaceae",13,NA,NA,0.03,0.5,NA,NA,NA,NA
"455","Borya longiscapa","Borya","Boryaceae",55,NA,NA,0.6,1.27,NA,NA,NA,NA
"456","Borya mirabilis","Borya","Boryaceae",13,NA,NA,0.15,0.6,NA,NA,NA,NA
"457","Borya nitida","Borya","Boryaceae",15,NA,NA,0.15,0.8,NA,NA,NA,NA
"458","Borya scirpoidea","Borya","Boryaceae",37.5,NA,NA,0.2,0.6,NA,NA,NA,NA
"459","Borya septentrionalis","Borya","Boryaceae",37.5,NA,NA,0.45,0.85,NA,NA,NA,NA
"460","Borya sphaerocephala","Borya","Boryaceae",77.5,NA,NA,0.25,0.925,NA,NA,NA,NA
"461","Borya subulata","Borya","Boryaceae",50,NA,NA,0.1,8,NA,NA,NA,NA
"462","Bowenia serrulata","Bowenia","Zamiaceae",1500,NA,30,3,NA,NA,NA,NA,NA
"463","Bowenia spectabilis","Bowenia","Zamiaceae",1500,NA,28.5,2,NA,NA,2220,0.364,0.23
"464","Brasenia schreberi","Brasenia","Cabombaceae",70,NA,2.75,NA,47.5,NA,NA,NA,NA
"465","Brucea javanica","Brucea","Simaroubaceae",85,3.5,5.5,10,32.5,NA,NA,NA,NA
"466","Bruguiera cylindrica","Bruguiera","Rhizophoraceae",110,5,115,20,52.5,NA,NA,NA,NA
"467","Bruguiera exaristata","Bruguiera","Rhizophoraceae",70,4,14.5,15,35,NA,NA,0.839,NA
"468","Bruguiera gymnorhiza","Bruguiera","Rhizophoraceae",134,17.5,185,36,60,NA,NA,0.818,NA
"469","Bruguiera parviflora","Bruguiera","Rhizophoraceae",85,5,135,25,32.5,NA,NA,0.796,NA
"470","Bruguiera sexangula","Bruguiera","Rhizophoraceae",115,17.5,90,20,45,NA,NA,NA,NA
"471","Brunonia australis","Brunonia","Goodeniaceae",81.2,2.78,4.92,0.5,15.2,NA,652,NA,NA
"472","Bubbia queenslandiana subsp. australis","Bubbia","Winteraceae",112,2.5,5,7,33.5,NA,NA,NA,NA
"473","Bubbia queenslandiana subsp. queenslandiana","Bubbia","Winteraceae",115,2.5,3.5,17,37.5,NA,NA,NA,NA
"474","Bubbia queenslandiana","Bubbia","Winteraceae",105,NA,5.5,8,35,NA,NA,NA,NA
"475","Bubbia semecarpoides","Bubbia","Winteraceae",228,2.5,4.62,20,63.8,NA,8260,0.426,0.257
"476","Bubbia whiteana","Bubbia","Winteraceae",80,2.5,4.75,8,25.8,NA,NA,0.512,NA
"477","Buchanania arborescens","Buchanania","Anacardiaceae",155,4.5,7.5,25,45,NA,NA,0.42,NA
"478","Buchanania mangoides","Buchanania","Anacardiaceae",210,3.5,4.5,13,50,NA,NA,NA,NA
"479","Buchanania obovata","Buchanania","Anacardiaceae",150,4.5,7.5,15,52.5,NA,12500,0.423,0.368
"480","Buckinghamia celsissima","Buckinghamia","Proteaceae",122,5,15,30,50,2,4010,0.759,0.33
"481","Buckinghamia ferruginiflora","Buckinghamia","Proteaceae",145,5,17.5,30,40,2,NA,NA,NA
"482","Bulbine alata","Bulbine","Asphodelaceae",142,NA,NA,0.45,1.88,NA,NA,NA,NA
"483","Bulbine bulbosa","Bulbine","Asphodelaceae",262,1.44,1.87,0.75,5.05,1.39,850,NA,NA
"484","Bulbine glauca","Bulbine","Asphodelaceae",275,1.81,2.49,1.1,5.75,NA,3530,NA,NA
"485","Bulbine semibarbata","Bulbine","Asphodelaceae",137,1.5,2,0.5,3.54,NA,805,NA,NA
"486","Bulbine vagans","Bulbine","Asphodelaceae",210,NA,NA,0.6,4.5,NA,NA,NA,NA
"487","Burchardia bairdiae","Burchardia","Colchicaceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA
"488","Burchardia monantha","Burchardia","Colchicaceae",250,NA,NA,0.35,1,NA,NA,NA,NA
"489","Burchardia multiflora","Burchardia","Colchicaceae",260,NA,NA,0.3,5.5,NA,NA,NA,NA
"490","Burchardia rosea","Burchardia","Colchicaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"491","Burchardia umbellata","Burchardia","Colchicaceae",300,2,2.52,0.8,3,NA,1030,NA,NA
"492","Caesalpinia bonduc","Caesalpinia","Fabaceae",32,17.8,18.8,20,15.5,18,7370,NA,NA
